ID ,TX,RX,Freq (MHz),TX Lat (D.M),TX Long (D.M),RX Lat (D.M),RX Long (D.M),Distance (km),SSN,Year,Month
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,38,73,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,33,73,10
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,33,74,1
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,34,74,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,34,74,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,30,74,10
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,23,75,1
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,19,75,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,75,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,75,10
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,15,76,1
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,13,76,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,13,76,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,14,76,10
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,17,77,1
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,22,77,4
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,29,77,7
5,KOGANEI,AKITA,2.5,35.41N,139.31E,39.44N,140.08E,454,46,77,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,106,70,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,107,70,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,103,70,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,93,70,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,79,71,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,70,71,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,65,71,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,66,71,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,71,72,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,73,72,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,68,72,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,61,72,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,51,73,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,43,73,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,38,73,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,33,73,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,33,74,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,34,74,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,34,74,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,30,74,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,23,75,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,19,75,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,15,75,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,15,75,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,15,76,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,13,76,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,13,76,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,14,76,10
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,17,77,1
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,22,77,4
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,29,77,7
6,KOGANEI,AKITA,5.0,35.41N,139.31E,39.44N,140.08E,454,46,77,10
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,164,80,1
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,163,80,2
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,150,80,10
7,KURSEONG,CALCUTTA,7.2,26.55N,88.19E,22.27N,88.18E,497,148,80,11
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,153,80,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,150,80,10
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,140,81,1
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,143,81,4
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,140,81,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,142,81,10
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,137,82,1
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,124,82,4
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,115,82,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,96,82,10
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,93,83,1
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,82,83,4
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,66,83,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,68,83,10
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,60,84,1
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,50,84,4
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,44,84,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,29,84,10
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,20,85,1
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,18,85,4
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,15,85,7
8,BRACKNELL,NORDDEICH,3.3,52.03N,1.13W,53.34N,7.07E,585,12,85,10
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,153,80,7
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,150,80,10
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,137,82,1
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,124,82,4
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,115,82,7
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,96,82,10
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,60,84,1
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,50,84,4
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,44,84,7
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,29,84,10
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,20,85,1
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,18,85,4
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,15,85,7
9,BRACKNELL,NORDDEICH,4.8,52.03N,1.13W,53.34N,7.07E,585,12,85,10
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,153,80,7
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,150,80,10
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,137,82,1
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,124,82,4
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,115,82,7
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,96,82,10
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,60,84,1
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,50,84,4
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,44,84,7
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,29,84,10
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,20,85,1
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,18,85,4
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,15,85,7
10,BRACKNELL,NORDDEICH,8.0,52.03N,1.13W,53.34N,7.07E,585,12,85,10
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,153,80,7
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,150,80,10
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,137,82,1
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,124,82,4
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,115,82,7
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,96,82,10
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,60,84,1
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,50,84,4
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,44,84,7
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,29,84,10
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,20,85,1
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,18,85,4
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,15,85,7
11,BRACKNELL,NORDDEICH,11.1,52.03N,1.13W,53.34N,7.07E,585,12,85,10
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,153,80,7
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,150,80,10
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,137,82,1
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,124,82,4
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,115,82,7
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,96,82,10
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,60,84,1
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,50,84,4
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,44,84,7
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,29,84,10
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,20,85,1
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,18,85,4
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,15,85,7
12,BRACKNELL,NORDDEICH,14.4,52.03N,1.13W,53.34N,7.07E,585,12,85,10
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,153,80,7
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,150,80,10
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,137,82,1
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,124,82,4
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,115,82,7
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,96,82,10
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,60,84,1
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,50,84,4
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,44,84,7
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,29,84,10
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,20,85,1
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,18,85,4
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,15,85,7
13,BRACKNELL,NORDDEICH,18.3,52.03N,1.13W,53.34N,7.07E,585,12,85,10
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,40,84,8
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,34,84,9
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,29,84,10
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,24,84,11
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,18,85,3
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,18,85,4
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,17,85,5
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,16,85,6
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,12,85,10
14,BRACKNELL,BOCKHACKEN,8.0,52.03N,1.13W,51.07N,7.16E,595,11,85,11
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,40,84,8
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,34,84,9
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,29,84,10
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,24,84,11
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,18,85,4
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,17,85,5
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,16,85,6
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,12,85,10
15,ALLOUIS,BOCKHACKEN,6.2,47.00N,2.00E,51.07N,7.16E,597,11,85,11
16,OSLO,NORDDEICH,6.4,59.26N,10.36E,53.34N,7.07E,686,115,82,7
16,OSLO,NORDDEICH,6.4,59.26N,10.36E,53.34N,7.07E,686,96,82,10
16,OSLO,NORDDEICH,6.4,59.26N,10.36E,53.34N,7.07E,686,93,83,1
16,OSLO,NORDDEICH,6.4,59.26N,10.36E,53.34N,7.07E,686,82,83,4
16,OSLO,NORDDEICH,6.4,59.26N,10.36E,53.34N,7.07E,686,66,83,7
17,OSLO,NORDDEICH,12.7,59.26N,10.36E,53.34N,7.07E,686,115,82,7
17,OSLO,NORDDEICH,12.7,59.26N,10.36E,53.34N,7.07E,686,96,82,10
17,OSLO,NORDDEICH,12.7,59.26N,10.36E,53.34N,7.07E,686,93,83,1
17,OSLO,NORDDEICH,12.7,59.26N,10.36E,53.34N,7.07E,686,82,83,4
17,OSLO,NORDDEICH,12.7,59.26N,10.36E,53.34N,7.07E,686,66,83,7
18,OSLO,NORDDEICH,17.1,59.26N,10.36E,53.34N,7.07E,686,115,82,7
18,OSLO,NORDDEICH,17.1,59.26N,10.36E,53.34N,7.07E,686,96,82,10
18,OSLO,NORDDEICH,17.1,59.26N,10.36E,53.34N,7.07E,686,93,83,1
18,OSLO,NORDDEICH,17.1,59.26N,10.36E,53.34N,7.07E,686,82,83,4
18,OSLO,NORDDEICH,17.1,59.26N,10.36E,53.34N,7.07E,686,66,83,7
19,OSLO,NORDDEICH,22.4,59.26N,10.36E,53.34N,7.07E,686,96,82,10
19,OSLO,NORDDEICH,22.4,59.26N,10.36E,53.34N,7.07E,686,93,83,1
19,OSLO,NORDDEICH,22.4,59.26N,10.36E,53.34N,7.07E,686,82,83,4
19,OSLO,NORDDEICH,22.4,59.26N,10.36E,53.34N,7.07E,686,66,83,7
20,OSLO,LUECHOW,6.4,59.26N,10.36E,52.59N,11.13E,718,159,80,4
21,OSLO,LUECHOW,12.9,59.26N,10.36E,52.59N,11.13E,718,159,80,4
22,OSLO,LUECHOW,16.9,59.26N,10.36E,52.59N,11.13E,718,159,80,4
23,OSLO,LUECHOW,22.4,59.26N,10.36E,52.59N,11.13E,718,159,80,4
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,16,75,6
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,15,75,7
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,14,75,8
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,14,75,9
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,15,75,10
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,16,75,11
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,16,75,12
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,15,76,1
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,13,76,2
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,12,76,3
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,13,76,4
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,13,76,5
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,12,76,6
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,13,76,7
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,14,76,8
24,BRACKNELL,LUECHOW,2.6,52.03N,1.13W,52.59N,11.13E,847,14,76,9
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,15,76,1
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,13,76,4
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,13,76,7
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,61,78,1
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,77,78,4
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,97,78,7
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,111,78,10
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,164,80,1
25,BRACKNELL,LUECHOW,4.8,52.03N,1.13W,52.59N,11.13E,847,159,80,4
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,61,78,1
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,77,78,4
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,97,78,7
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,111,78,10
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,164,80,1
26,BRACKNELL,LUECHOW,8.0,52.03N,1.13W,52.59N,11.13E,847,159,80,4
27,BRACKNELL,LUECHOW,9.2,52.03N,1.13W,52.59N,11.13E,847,15,76,1
27,BRACKNELL,LUECHOW,9.2,52.03N,1.13W,52.59N,11.13E,847,13,76,4
27,BRACKNELL,LUECHOW,9.2,52.03N,1.13W,52.59N,11.13E,847,13,76,7
27,BRACKNELL,LUECHOW,9.2,52.03N,1.13W,52.59N,11.13E,847,14,76,10
28,BRACKNELL,LUECHOW,11.1,52.03N,1.13W,52.59N,11.13E,847,61,78,1
